observationID;deploymentID;sequenceID;mediaID;timestamp;observationType;cameraSetup;taxonID;scientificName;count;countNew;lifeStage;sex;behaviour;individualID;classificationMethod;classifiedBy;classificationTimestamp;classificationConfidence;comments;_id
2310;VIELAAS_Spring_Session03-VIELAAS_Fox_03;380be172fb99f346d1b58a48a5297566;1503775;2021-06-03T12:15:02+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-27T10:53:36+0000;;;1029320
2311;VIELAAS_Spring_Session03-VIELAAS_Fox_03;e20c2d7d9695c664e5a0b9370941b988;1503776;2021-06-03T12:15:02+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-27T10:53:36+0000;;;1029321
2312;VIELAAS_Spring_Session03-VIELAAS_Fox_03;a52b19784d9f3155c6eed644bbe0be59;1503777;2021-06-03T12:15:02+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-27T10:53:36+0000;;;1029322
2313;VIELAAS_Spring_Session03-VIELAAS_Fox_03;aaa22af05db0d6d6783afb109af77677;1503778;2021-06-03T12:16:23+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-27T10:53:36+0000;;;1029323
2314;VIELAAS_Spring_Session03-VIELAAS_Fox_03;d14c7a3ba327522afaf00e09b56e8523;1503779;2021-06-03T12:16:23+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-27T10:53:36+0000;;;1029324
2315;VIELAAS_Spring_Session03-VIELAAS_Fox_03;e90442f8a56d81ace274a1aa893a7bc0;1503780;2021-06-03T12:16:23+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-27T10:53:36+0000;;;1029325
2316;VIELAAS_Spring_Session03-VIELAAS_Fox_03;74c7006c36d4ef1eae9271ff04814685;1503781;2021-06-03T12:16:23+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-27T10:53:36+0000;;;1029326
2317;VIELAAS_Spring_Session03-VIELAAS_Fox_03;2ec6118ccd87dee780491501548dbd85;1503782;2021-06-03T12:16:23+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-27T10:53:36+0000;;;1029327
2318;VIELAAS_Spring_Session03-VIELAAS_Fox_03;c50015d123e5d04fbad8090414094b7b;1503783;2021-06-03T12:16:39+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-27T10:53:36+0000;;;1029328
2319;VIELAAS_Spring_Session03-VIELAAS_Fox_03;d0e5562609ca477086fa83f25a922c92;1503784;2021-06-03T12:16:39+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-27T10:53:37+0000;;;1029329
2320;VIELAAS_Spring_Session03-VIELAAS_Fox_03;0ece1ccc171ae1b6eb71018d7fe11693;1503785;2021-06-03T12:16:39+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-27T10:53:37+0000;;;1029330
2321;VIELAAS_Spring_Session03-VIELAAS_Fox_03;e9f23afcb941fc1926b53e86b07b72dd;1503786;2021-06-03T12:16:39+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-27T10:53:37+0000;;;1029331
2322;VIELAAS_Spring_Session03-VIELAAS_Fox_03;57867cb6532be9dacf833bd267ff16e1;1503787;2021-06-03T12:16:39+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-27T10:53:37+0000;;;1029332
2323;VIELAAS_Spring_Session03-VIELAAS_Fox_03;1b2bd5d63fb0884e6bc784e87667d6b8;1503788;2021-06-03T12:19:07+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-27T10:53:37+0000;;;1029333
2324;VIELAAS_Spring_Session03-VIELAAS_Fox_03;3c9e2b02d28d203fee7d6841bde8857e;1503789;2021-06-03T12:19:07+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-27T10:53:37+0000;;;1029334
2325;VIELAAS_Spring_Session03-VIELAAS_Fox_03;01041fe29b6bb536c3b2364fd3e35205;1503790;2021-06-03T12:19:07+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-27T10:53:37+0000;;;1029335
2326;VIELAAS_Spring_Session03-VIELAAS_Fox_03;1f6793cb938cbfa708dbc01778b12f5d;1503791;2021-06-03T12:19:07+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-27T10:53:37+0000;;;1029336
2327;VIELAAS_Spring_Session03-VIELAAS_Fox_03;cf599b8bb855d4a3430880639ad6c4f9;1503792;2021-06-03T12:19:07+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-27T10:53:37+0000;;;1029337
2328;VIELAAS_Spring_Session03-VIELAAS_Fox_03;0080533a96e8573e1b3c7c286fc6450f;1503793;2021-06-03T12:32:12+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-27T10:53:37+0000;;;1029338
2329;VIELAAS_Spring_Session03-VIELAAS_Fox_03;3313dc2230c562bb8e04c623b68f9ab9;1503794;2021-06-03T12:32:12+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-27T10:53:37+0000;;;1029339
2330;VIELAAS_Spring_Session03-VIELAAS_Fox_03;9fc5770e86c823b2747cc3847801458b;1503795;2021-06-03T12:32:12+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-27T10:53:37+0000;;;1029340
2331;VIELAAS_Spring_Session03-VIELAAS_Fox_03;af091aa0dca6ac67c9a5ff38864ec296;1503796;2021-06-03T12:32:12+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-27T10:53:37+0000;;;1029341
2332;VIELAAS_Spring_Session03-VIELAAS_Fox_03;be05029ddbd71a5612a2b12683829088;1503797;2021-06-03T12:32:12+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-27T10:53:37+0000;;;1029342
2333;VIELAAS_Spring_Session03-VIELAAS_Fox_03;ec1704c37dd35ab48ae84760ed40999c;1503798;2021-06-03T12:32:32+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-27T10:53:37+0000;;;1029343
2334;VIELAAS_Spring_Session03-VIELAAS_Fox_03;ea71098e461649844842852aeb24cb05;1503799;2021-06-03T12:32:32+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-27T10:53:37+0000;;;1029344
2335;VIELAAS_Spring_Session03-VIELAAS_Fox_03;a42adf0ac209b9b90e12d9b5eb96addd;1503800;2021-06-03T12:32:32+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-27T10:53:37+0000;;;1029345
2336;VIELAAS_Spring_Session03-VIELAAS_Fox_03;8422f0ba6ec20942e25bb7e98210a5d5;1503801;2021-06-03T12:32:32+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-27T10:53:37+0000;;;1029346
2337;VIELAAS_Spring_Session03-VIELAAS_Fox_03;bb0f61f9c1b4e24973c25fa23fd5cd70;1503802;2021-06-03T12:32:32+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-27T10:53:37+0000;;;1029347
2338;VIELAAS_Spring_Session03-VIELAAS_Fox_03;3f82e315ed954c32a67f1a8878cce0dc;1503803;2021-06-03T12:32:50+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-27T10:53:37+0000;;;1029348
2339;VIELAAS_Spring_Session03-VIELAAS_Fox_03;62cac49e4bbe71bf0e13545776b40795;1503804;2021-06-03T12:32:50+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-27T10:53:37+0000;;;1029349
2340;VIELAAS_Spring_Session03-VIELAAS_Fox_03;1c079d311e03472a2961408c9a523158;1503805;2021-06-03T12:32:50+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-27T10:53:37+0000;;;1029350
2341;VIELAAS_Spring_Session03-VIELAAS_Fox_03;6e7f3e2bcd35a8ff504cf5d60f8bbf61;1503806;2021-06-03T12:32:50+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-27T10:53:37+0000;;;1029351
2342;VIELAAS_Spring_Session03-VIELAAS_Fox_03;570a863ed59c8c490f9dad04f0109585;1503807;2021-06-03T12:32:50+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-27T10:53:37+0000;;;1029352
2343;VIELAAS_Spring_Session03-VIELAAS_Fox_03;63ceca8cc3d4433de6b5c2c1e9827583;1503808;2021-06-03T12:33:23+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029353
2344;VIELAAS_Spring_Session03-VIELAAS_Fox_03;7f4610d17d06fe0ab7191e5ee84f6d75;1503809;2021-06-03T12:33:23+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029354
2345;VIELAAS_Spring_Session03-VIELAAS_Fox_03;13537f2b71e5e8e96eca6fbc2861b190;1503810;2021-06-03T12:33:23+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029355
2346;VIELAAS_Spring_Session03-VIELAAS_Fox_03;055c03485d8ec2d00c3320e2b1cf482e;1503811;2021-06-03T12:33:23+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029356
2347;VIELAAS_Spring_Session03-VIELAAS_Fox_03;98299c5ec73a7aca0c7b2594eed99337;1503812;2021-06-03T12:33:23+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029357
2348;VIELAAS_Spring_Session03-VIELAAS_Fox_03;401851bd10f0d7652fb4ee9b58ec2835;1503813;2021-06-03T12:33:46+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029358
2349;VIELAAS_Spring_Session03-VIELAAS_Fox_03;4b12c4af3a950ef1d793df3f33cb9baf;1503814;2021-06-03T12:33:46+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029359
2350;VIELAAS_Spring_Session03-VIELAAS_Fox_03;f1b2708c687c5a4d194e1ba28b06a0e3;1503815;2021-06-03T12:33:46+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029360
2351;VIELAAS_Spring_Session03-VIELAAS_Fox_03;058dd56656354484c3235665a037c305;1503816;2021-06-03T12:33:46+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029361
2352;VIELAAS_Spring_Session03-VIELAAS_Fox_03;1cd8565a53f5790cb0d61878db51dfe6;1503817;2021-06-03T12:33:46+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029362
2353;VIELAAS_Spring_Session03-VIELAAS_Fox_03;039bdaa23096fb37560765d7b56cfd5b;1503818;2021-06-03T12:34:27+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029363
2354;VIELAAS_Spring_Session03-VIELAAS_Fox_03;c7e273fdf68adea5b818a686ced78446;1503819;2021-06-03T12:34:27+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029364
2355;VIELAAS_Spring_Session03-VIELAAS_Fox_03;92474f1105ee105c1aff6c2b570e7c57;1503820;2021-06-03T12:34:27+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029365
2356;VIELAAS_Spring_Session03-VIELAAS_Fox_03;3f8ae8463634c3a50427a052339bc732;1503821;2021-06-03T12:34:27+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029366
2357;VIELAAS_Spring_Session03-VIELAAS_Fox_03;6a77c1f3e7657d5874b70c0d08115d37;1503822;2021-06-03T12:34:27+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029367
2358;VIELAAS_Spring_Session03-VIELAAS_Fox_03;fd41142a53ccb8a5a5f716422f0657d8;1503823;2021-06-03T12:36:33+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029368
2359;VIELAAS_Spring_Session03-VIELAAS_Fox_03;2cb5f9cd6fb74dab6b9664040c936d39;1503824;2021-06-03T12:36:33+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029369
2360;VIELAAS_Spring_Session03-VIELAAS_Fox_03;807728078eb84529b7e6cf16c42391f9;1503825;2021-06-03T12:36:33+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029370
2361;VIELAAS_Spring_Session03-VIELAAS_Fox_03;353a669bc5532ac9666a7de0c3725110;1503826;2021-06-03T12:36:33+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029371
2362;VIELAAS_Spring_Session03-VIELAAS_Fox_03;c8d770972cddee722531f406af953736;1503827;2021-06-03T12:36:33+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029372
2363;VIELAAS_Spring_Session03-VIELAAS_Fox_03;a116ff7a51b919192306cab86b6067f9;1503828;2021-06-03T13:08:32+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029373
2364;VIELAAS_Spring_Session03-VIELAAS_Fox_03;81d2a1b840fa5ddca6a900259e1e888b;1503829;2021-06-03T13:08:32+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029374
2365;VIELAAS_Spring_Session03-VIELAAS_Fox_03;dcf203f0369c563caf7f06159bf375c8;1503830;2021-06-03T13:08:32+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029375
2366;VIELAAS_Spring_Session03-VIELAAS_Fox_03;0c2097b2dc53d64a4491d8035576feb1;1503831;2021-06-03T13:08:32+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029376
2367;VIELAAS_Spring_Session03-VIELAAS_Fox_03;cf82cdbd7a720836016c4109b9699e37;1503832;2021-06-03T13:08:32+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029377
2368;VIELAAS_Spring_Session03-VIELAAS_Fox_03;0e73672605f5907d21aaece7548780e1;1503833;2021-06-03T13:09:42+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029378
2369;VIELAAS_Spring_Session03-VIELAAS_Fox_03;9b85784f1940fb46124c00d7eeb9fb0c;1503834;2021-06-03T13:09:42+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029379
2370;VIELAAS_Spring_Session03-VIELAAS_Fox_03;86fd6afa0fa3ef62947b069a09b33762;1503835;2021-06-03T13:09:42+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029380
2371;VIELAAS_Spring_Session03-VIELAAS_Fox_03;24d8802f9b8e74f2dd03dbf4742fc0aa;1503836;2021-06-03T13:09:42+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029381
2372;VIELAAS_Spring_Session03-VIELAAS_Fox_03;3f97200606adceaaf1eb97193573c537;1503837;2021-06-03T13:09:42+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029382
2373;VIELAAS_Spring_Session03-VIELAAS_Fox_03;bff7e75a02345d927b6b92373fe8fd7b;1503838;2021-06-03T13:10:44+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029383
2374;VIELAAS_Spring_Session03-VIELAAS_Fox_03;c196a185bf3e6c51a3d0bf08dcbecd37;1503839;2021-06-03T13:10:44+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029384
2375;VIELAAS_Spring_Session03-VIELAAS_Fox_03;3951c03f28bbf025d1cb3ac6231d9738;1503840;2021-06-03T13:10:44+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029385
2376;VIELAAS_Spring_Session03-VIELAAS_Fox_03;13fd40974c549f7603684a2f7fbb2d15;1503841;2021-06-03T13:10:44+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029386
2377;VIELAAS_Spring_Session03-VIELAAS_Fox_03;03fcb689066a828773bf1e0da1790246;1503842;2021-06-03T13:10:44+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029387
2378;VIELAAS_Spring_Session03-VIELAAS_Fox_03;652cc90cb75292e935ad30b5853524b9;1503843;2021-06-03T13:23:02+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029388
2379;VIELAAS_Spring_Session03-VIELAAS_Fox_03;bc3c10e682e8d700394eea7cf964316f;1503844;2021-06-03T13:23:02+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029389
2380;VIELAAS_Spring_Session03-VIELAAS_Fox_03;a46d1e4bccdd405ee40ae20c1787ccd3;1503845;2021-06-03T13:23:02+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029390
2381;VIELAAS_Spring_Session03-VIELAAS_Fox_03;e03c22e1a012c4fb16b2d0b1c1078d32;1503846;2021-06-03T13:23:02+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029391
2382;VIELAAS_Spring_Session03-VIELAAS_Fox_03;446ff4332c7af637bd46e24c3d2bb08e;1503847;2021-06-03T13:23:02+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029392
2383;VIELAAS_Spring_Session03-VIELAAS_Fox_03;21a02971600d1deb56d33fa3858baa56;1503848;2021-06-03T13:24:43+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029393
2384;VIELAAS_Spring_Session03-VIELAAS_Fox_03;4df87d82577b614d1177582c6f67d933;1503849;2021-06-03T13:24:43+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029394
2385;VIELAAS_Spring_Session03-VIELAAS_Fox_03;26e891bebeb1cfd61cd1947e665d2990;1503850;2021-06-03T13:24:43+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029395
2386;VIELAAS_Spring_Session03-VIELAAS_Fox_03;030c11f551c217971e6170a319753143;1503851;2021-06-03T13:24:43+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029396
2387;VIELAAS_Spring_Session03-VIELAAS_Fox_03;6327952540990ae88168ce809e03afbf;1503852;2021-06-03T13:24:43+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029397
2388;VIELAAS_Spring_Session03-VIELAAS_Fox_03;f0a2428036efa3efa1ddea0a8794cfac;1503853;2021-06-03T13:27:15+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029398
2389;VIELAAS_Spring_Session03-VIELAAS_Fox_03;6bd29e66bdcfca432f0d8c3981f4602e;1503854;2021-06-03T13:27:15+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029399
2390;VIELAAS_Spring_Session03-VIELAAS_Fox_03;8ff0b27e73b1e6ce7967c82a2aa198d1;1503855;2021-06-03T13:27:15+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029400
2391;VIELAAS_Spring_Session03-VIELAAS_Fox_03;7d6d42edd7df25b3fadc543387731a62;1503856;2021-06-03T13:27:15+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029401
2392;VIELAAS_Spring_Session03-VIELAAS_Fox_03;f78ea0b92a89fb4e7e31df3017e6e102;1503857;2021-06-03T13:27:15+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029402
2393;VIELAAS_Spring_Session03-VIELAAS_Fox_03;117ad1d591bba95e44713cd704391fbd;1503858;2021-06-03T13:28:01+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029403
2394;VIELAAS_Spring_Session03-VIELAAS_Fox_03;14a13285f623752f04bd13af3bab591c;1503859;2021-06-03T13:28:01+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029404
2395;VIELAAS_Spring_Session03-VIELAAS_Fox_03;8eb8d621793cf1d919a8761043b99c94;1503860;2021-06-03T13:28:01+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029405
2396;VIELAAS_Spring_Session03-VIELAAS_Fox_03;c09b168bf1ab98e4e46fa85cfea305ee;1503861;2021-06-03T13:28:01+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029406
2397;VIELAAS_Spring_Session03-VIELAAS_Fox_03;facd971c4754a9882a5aeff5f9f46bac;1503862;2021-06-03T13:28:01+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029407
2398;VIELAAS_Spring_Session03-VIELAAS_Fox_03;a86961c05a7f9a47462a7e88fec7304f;1503863;2021-06-03T13:28:53+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029408
2399;VIELAAS_Spring_Session03-VIELAAS_Fox_03;4e0941a35ba18495d0019419010a226d;1503864;2021-06-03T13:28:53+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029409
2400;VIELAAS_Spring_Session03-VIELAAS_Fox_03;dfe44fe459e8e24dddb02af36fee3e78;1503865;2021-06-03T13:28:53+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029410
2401;VIELAAS_Spring_Session03-VIELAAS_Fox_03;ca86ad0c3108983e351bcdf9b9fa2576;1503866;2021-06-03T13:28:53+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029411
2402;VIELAAS_Spring_Session03-VIELAAS_Fox_03;3a32b2eb1646d2851f7ddf79bb00326b;1503867;2021-06-03T13:28:53+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029412
2403;VIELAAS_Spring_Session03-VIELAAS_Fox_03;7a29f94bb0c00bca06ee60bb60a56e9c;1503868;2021-06-03T13:31:16+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029413
2404;VIELAAS_Spring_Session03-VIELAAS_Fox_03;bd57dbd468d53c73ad7a825647e9f2e0;1503869;2021-06-03T13:31:16+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029414
2405;VIELAAS_Spring_Session03-VIELAAS_Fox_03;6004d5b4608eb4e3806a6059e2145543;1503870;2021-06-03T13:31:16+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029415
2406;VIELAAS_Spring_Session03-VIELAAS_Fox_03;a8a0085a00a45a4f040b1beda3650edb;1503871;2021-06-03T13:31:16+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029416
2407;VIELAAS_Spring_Session03-VIELAAS_Fox_03;671122d8d0fbf6afa7876f151f31b657;1503872;2021-06-03T13:31:16+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029417
2408;VIELAAS_Spring_Session03-VIELAAS_Fox_03;a475afe12f15a84b3865bf5e95bc3fe9;1503873;2021-06-03T13:31:30+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029418
2409;VIELAAS_Spring_Session03-VIELAAS_Fox_03;cfbb53d94fea008b310fb92fc2e29a16;1503874;2021-06-03T13:31:30+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029419
2410;VIELAAS_Spring_Session03-VIELAAS_Fox_03;68c9146c92e383f831371d25b950e181;1503875;2021-06-03T13:31:30+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029420
2411;VIELAAS_Spring_Session03-VIELAAS_Fox_03;6c7f65e93948bcdea22c561c8990f78e;1503876;2021-06-03T13:31:30+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029421
2412;VIELAAS_Spring_Session03-VIELAAS_Fox_03;caaf805bffd71e26ef2f98375a15c68e;1503877;2021-06-03T13:31:30+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029422
2413;VIELAAS_Spring_Session03-VIELAAS_Fox_03;229d6096bc9874872160ce6f4053826a;1503878;2021-06-03T14:25:19+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029423
2414;VIELAAS_Spring_Session03-VIELAAS_Fox_03;6792c7bfd84d08fcbe7ac16836fe87ec;1503879;2021-06-03T14:25:19+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029424
2415;VIELAAS_Spring_Session03-VIELAAS_Fox_03;84b32f57cb0fe2fc6bef6a998665f432;1503880;2021-06-03T14:25:19+0100;blank;False;;;1;;unknown;unknown;undefined;;human;aljoscha.geissler;2022-01-26T08:52:52+0000;;;1029425
